row_id,itemid,sid_0,sid_1,sid_2,sid_3,sid_4,sid_offset_0,sid_offset_1,sid_offset_2,sid_offset_3,sid_offset_4,sid,sid_offset
4791,45364888,194,49,484,68,240,194,561,1508,1604,2032,194-49-484-68-240,194-561-1508-1604-2032
4792,45366564,225,436,29,217,86,225,948,1053,1753,1878,225-436-29-217-86,225-948-1053-1753-1878
4793,45382295,465,192,511,247,32,465,704,1535,1783,1824,465-192-511-247-32,465-704-1535-1783-1824
4794,45395035,247,13,61,133,212,247,525,1085,1669,2004,247-13-61-133-212,247-525-1085-1669-2004
4795,45408817,281,449,211,228,243,281,961,1235,1764,2035,281-449-211-228-243,281-961-1235-1764-2035
4796,45411901,65,236,144,40,54,65,748,1168,1576,1846,65-236-144-40-54,65-748-1168-1576-1846
4797,45416807,212,258,201,242,145,212,770,1225,1778,1937,212-258-201-242-145,212-770-1225-1778-1937
4798,45420511,164,72,232,96,6,164,584,1256,1632,1798,164-72-232-96-6,164-584-1256-1632-1798
4799,45420646,315,41,212,72,250,315,553,1236,1608,2042,315-41-212-72-250,315-553-1236-1608-2042
4800,45421893,454,117,14,224,254,454,629,1038,1760,2046,454-117-14-224-254,454-629-1038-1760-2046
4801,45423707,269,111,21,95,75,269,623,1045,1631,1867,269-111-21-95-75,269-623-1045-1631-1867
4802,45426114,27,273,71,169,38,27,785,1095,1705,1830,27-273-71-169-38,27-785-1095-1705-1830
4803,45443247,11,108,69,251,37,11,620,1093,1787,1829,11-108-69-251-37,11-620-1093-1787-1829
4804,45444149,11,108,43,73,231,11,620,1067,1609,2023,11-108-43-73-231,11-620-1067-1609-2023
4805,45448009,82,17,306,140,226,82,529,1330,1676,2018,82-17-306-140-226,82-529-1330-1676-2018
4806,45449046,293,333,172,116,76,293,845,1196,1652,1868,293-333-172-116-76,293-845-1196-1652-1868
4807,45449059,293,315,170,73,90,293,827,1194,1609,1882,293-315-170-73-90,293-827-1194-1609-1882
4808,45457875,293,60,456,203,184,293,572,1480,1739,1976,293-60-456-203-184,293-572-1480-1739-1976
4809,45466453,293,53,455,48,76,293,565,1479,1584,1868,293-53-455-48-76,293-565-1479-1584-1868
4810,45469847,487,500,56,127,5,487,1012,1080,1663,1797,487-500-56-127-5,487-1012-1080-1663-1797
4811,45471905,384,94,438,6,35,384,606,1462,1542,1827,384-94-438-6-35,384-606-1462-1542-1827
4812,45473408,384,94,108,2,126,384,606,1132,1538,1918,384-94-108-2-126,384-606-1132-1538-1918
4813,45473662,384,94,362,160,166,384,606,1386,1696,1958,384-94-362-160-166,384-606-1386-1696-1958
4814,45473918,384,94,362,160,166,384,606,1386,1696,1958,384-94-362-160-166,384-606-1386-1696-1958
4815,45476404,293,229,64,126,235,293,741,1088,1662,2027,293-229-64-126-235,293-741-1088-1662-2027
4816,45478743,176,492,479,156,226,176,1004,1503,1692,2018,176-492-479-156-226,176-1004-1503-1692-2018
4817,45478995,300,423,104,247,40,300,935,1128,1783,1832,300-423-104-247-40,300-935-1128-1783-1832
4818,45479329,384,123,255,51,218,384,635,1279,1587,2010,384-123-255-51-218,384-635-1279-1587-2010
4819,45482177,315,406,168,216,195,315,918,1192,1752,1987,315-406-168-216-195,315-918-1192-1752-1987
4820,45497653,411,288,271,35,212,411,800,1295,1571,2004,411-288-271-35-212,411-800-1295-1571-2004
4821,45501691,405,237,184,98,115,405,749,1208,1634,1907,405-237-184-98-115,405-749-1208-1634-1907
4822,45524783,210,430,456,169,183,210,942,1480,1705,1975,210-430-456-169-183,210-942-1480-1705-1975
4823,45539377,119,69,356,88,171,119,581,1380,1624,1963,119-69-356-88-171,119-581-1380-1624-1963
4824,45547350,177,481,257,60,195,177,993,1281,1596,1987,177-481-257-60-195,177-993-1281-1596-1987
4825,45548050,177,481,257,60,195,177,993,1281,1596,1987,177-481-257-60-195,177-993-1281-1596-1987
4826,45553579,349,358,400,217,233,349,870,1424,1753,2025,349-358-400-217-233,349-870-1424-1753-2025
4827,45559410,454,299,294,35,61,454,811,1318,1571,1853,454-299-294-35-61,454-811-1318-1571-1853
4828,45563818,177,112,20,211,157,177,624,1044,1747,1949,177-112-20-211-157,177-624-1044-1747-1949
4829,45564390,129,164,115,22,23,129,676,1139,1558,1815,129-164-115-22-23,129-676-1139-1558-1815
4830,45570623,177,164,89,97,11,177,676,1113,1633,1803,177-164-89-97-11,177-676-1113-1633-1803
4831,45570728,248,72,68,232,4,248,584,1092,1768,1796,248-72-68-232-4,248-584-1092-1768-1796
4832,45576261,342,109,328,26,151,342,621,1352,1562,1943,342-109-328-26-151,342-621-1352-1562-1943
4833,45576807,342,109,56,204,241,342,621,1080,1740,2033,342-109-56-204-241,342-621-1080-1740-2033
4834,45580137,269,106,230,40,94,269,618,1254,1576,1886,269-106-230-40-94,269-618-1254-1576-1886
4835,45581293,342,109,328,6,78,342,621,1352,1542,1870,342-109-328-6-78,342-621-1352-1542-1870
4836,45581789,342,109,328,248,151,342,621,1352,1784,1943,342-109-328-248-151,342-621-1352-1784-1943
4837,45592464,227,362,425,143,100,227,874,1449,1679,1892,227-362-425-143-100,227-874-1449-1679-1892
4838,45604544,288,241,430,197,167,288,753,1454,1733,1959,288-241-430-197-167,288-753-1454-1733-1959
4839,45615402,268,116,379,26,128,268,628,1403,1562,1920,268-116-379-26-128,268-628-1403-1562-1920
4840,45620836,487,454,101,241,133,487,966,1125,1777,1925,487-454-101-241-133,487-966-1125-1777-1925
4841,45621327,405,169,362,190,176,405,681,1386,1726,1968,405-169-362-190-176,405-681-1386-1726-1968
4842,45625888,268,169,414,152,33,268,681,1438,1688,1825,268-169-414-152-33,268-681-1438-1688-1825
4843,45628897,487,123,268,196,167,487,635,1292,1732,1959,487-123-268-196-167,487-635-1292-1732-1959
4844,45632047,487,292,437,121,41,487,804,1461,1657,1833,487-292-437-121-41,487-804-1461-1657-1833
4845,45657543,207,188,143,106,52,207,700,1167,1642,1844,207-188-143-106-52,207-700-1167-1642-1844
4846,45682064,286,0,163,148,159,286,512,1187,1684,1951,286-0-163-148-159,286-512-1187-1684-1951
4847,45689751,478,339,271,39,56,478,851,1295,1575,1848,478-339-271-39-56,478-851-1295-1575-1848
4848,45696518,305,46,363,189,3,305,558,1387,1725,1795,305-46-363-189-3,305-558-1387-1725-1795
4849,45697603,268,492,358,161,151,268,1004,1382,1697,1943,268-492-358-161-151,268-1004-1382-1697-1943
4850,45699093,98,124,299,90,12,98,636,1323,1626,1804,98-124-299-90-12,98-636-1323-1626-1804
4851,45700228,98,124,299,90,12,98,636,1323,1626,1804,98-124-299-90-12,98-636-1323-1626-1804
4852,45702829,436,141,511,202,72,436,653,1535,1738,1864,436-141-511-202-72,436-653-1535-1738-1864
4853,45709185,466,113,502,36,79,466,625,1526,1572,1871,466-113-502-36-79,466-625-1526-1572-1871
4854,45722346,113,42,196,85,52,113,554,1220,1621,1844,113-42-196-85-52,113-554-1220-1621-1844
4855,45749655,284,365,329,186,87,284,877,1353,1722,1879,284-365-329-186-87,284-877-1353-1722-1879
4856,45749804,140,90,455,8,62,140,602,1479,1544,1854,140-90-455-8-62,140-602-1479-1544-1854
4857,45754905,299,169,230,123,61,299,681,1254,1659,1853,299-169-230-123-61,299-681-1254-1659-1853
4858,45757390,405,226,12,49,48,405,738,1036,1585,1840,405-226-12-49-48,405-738-1036-1585-1840
4859,45758580,377,402,132,249,142,377,914,1156,1785,1934,377-402-132-249-142,377-914-1156-1785-1934
4860,45760530,377,402,314,109,93,377,914,1338,1645,1885,377-402-314-109-93,377-914-1338-1645-1885
4861,45770446,252,83,461,21,219,252,595,1485,1557,2011,252-83-461-21-219,252-595-1485-1557-2011
4862,45771797,252,83,454,21,211,252,595,1478,1557,2003,252-83-454-21-211,252-595-1478-1557-2003
4863,45779135,114,392,455,32,250,114,904,1479,1568,2042,114-392-455-32-250,114-904-1479-1568-2042
4864,45781673,308,86,379,149,222,308,598,1403,1685,2014,308-86-379-149-222,308-598-1403-1685-2014
4865,45784506,69,260,313,199,58,69,772,1337,1735,1850,69-260-313-199-58,69-772-1337-1735-1850
4866,45785159,69,40,11,26,71,69,552,1035,1562,1863,69-40-11-26-71,69-552-1035-1562-1863
4867,45788986,156,251,139,30,227,156,763,1163,1566,2019,156-251-139-30-227,156-763-1163-1566-2019
4868,45791554,261,463,388,160,207,261,975,1412,1696,1999,261-463-388-160-207,261-975-1412-1696-1999
4869,45794280,442,114,441,204,212,442,626,1465,1740,2004,442-114-441-204-212,442-626-1465-1740-2004
4870,45804755,201,3,149,111,12,201,515,1173,1647,1804,201-3-149-111-12,201-515-1173-1647-1804
4871,45826772,309,221,478,96,96,309,733,1502,1632,1888,309-221-478-96-96,309-733-1502-1632-1888
4872,45851338,82,123,358,123,45,82,635,1382,1659,1837,82-123-358-123-45,82-635-1382-1659-1837
4873,45852573,263,284,447,165,104,263,796,1471,1701,1896,263-284-447-165-104,263-796-1471-1701-1896
4874,45873149,268,492,451,180,143,268,1004,1475,1716,1935,268-492-451-180-143,268-1004-1475-1716-1935
4875,45911139,451,5,478,190,128,451,517,1502,1726,1920,451-5-478-190-128,451-517-1502-1726-1920
4876,45915609,96,65,443,117,161,96,577,1467,1653,1953,96-65-443-117-161,96-577-1467-1653-1953
4877,45939942,371,211,129,222,235,371,723,1153,1758,2027,371-211-129-222-235,371-723-1153-1758-2027
4878,45942502,247,52,265,155,107,247,564,1289,1691,1899,247-52-265-155-107,247-564-1289-1691-1899
4879,45944222,460,232,66,182,2,460,744,1090,1718,1794,460-232-66-182-2,460-744-1090-1718-1794
4880,45951051,352,163,320,10,209,352,675,1344,1546,2001,352-163-320-10-209,352-675-1344-1546-2001
4881,45956521,42,84,213,252,126,42,596,1237,1788,1918,42-84-213-252-126,42-596-1237-1788-1918
4882,46006351,129,16,224,74,61,129,528,1248,1610,1853,129-16-224-74-61,129-528-1248-1610-1853
4883,46011425,497,239,30,165,158,497,751,1054,1701,1950,497-239-30-165-158,497-751-1054-1701-1950
4884,46012640,169,17,29,186,8,169,529,1053,1722,1800,169-17-29-186-8,169-529-1053-1722-1800
4885,46014920,497,324,441,40,216,497,836,1465,1576,2008,497-324-441-40-216,497-836-1465-1576-2008
4886,46019361,499,265,266,246,48,499,777,1290,1782,1840,499-265-266-246-48,499-777-1290-1782-1840
4887,46024800,365,481,128,242,197,365,993,1152,1778,1989,365-481-128-242-197,365-993-1152-1778-1989
4888,46035102,412,221,195,49,60,412,733,1219,1585,1852,412-221-195-49-60,412-733-1219-1585-1852
4889,46050268,15,298,0,139,118,15,810,1024,1675,1910,15-298-0-139-118,15-810-1024-1675-1910
4890,46067197,442,438,244,168,191,442,950,1268,1704,1983,442-438-244-168-191,442-950-1268-1704-1983
4891,46082758,199,40,353,2,42,199,552,1377,1538,1834,199-40-353-2-42,199-552-1377-1538-1834
4892,46090072,86,38,10,64,180,86,550,1034,1600,1972,86-38-10-64-180,86-550-1034-1600-1972
4893,46103844,264,306,421,230,211,264,818,1445,1766,2003,264-306-421-230-211,264-818-1445-1766-2003
4894,46108990,194,160,409,64,222,194,672,1433,1600,2014,194-160-409-64-222,194-672-1433-1600-2014
4895,46121096,495,380,418,83,135,495,892,1442,1619,1927,495-380-418-83-135,495-892-1442-1619-1927
4896,46125629,65,156,374,178,183,65,668,1398,1714,1975,65-156-374-178-183,65-668-1398-1714-1975
4897,46127253,11,268,510,208,207,11,780,1534,1744,1999,11-268-510-208-207,11-780-1534-1744-1999
4898,46129539,64,165,204,154,207,64,677,1228,1690,1999,64-165-204-154-207,64-677-1228-1690-1999
4899,46132978,148,285,24,51,149,148,797,1048,1587,1941,148-285-24-51-149,148-797-1048-1587-1941
4900,46134841,360,249,461,84,32,360,761,1485,1620,1824,360-249-461-84-32,360-761-1485-1620-1824
4901,46151237,77,67,105,176,201,77,579,1129,1712,1993,77-67-105-176-201,77-579-1129-1712-1993
4902,46154844,480,288,326,72,45,480,800,1350,1608,1837,480-288-326-72-45,480-800-1350-1608-1837
4903,46159194,269,213,122,45,27,269,725,1146,1581,1819,269-213-122-45-27,269-725-1146-1581-1819
4904,46159680,269,298,194,163,255,269,810,1218,1699,2047,269-298-194-163-255,269-810-1218-1699-2047
4905,46183016,346,83,398,237,76,346,595,1422,1773,1868,346-83-398-237-76,346-595-1422-1773-1868
4906,46183302,348,81,93,61,12,348,593,1117,1597,1804,348-81-93-61-12,348-593-1117-1597-1804
4907,46186809,348,86,471,34,189,348,598,1495,1570,1981,348-86-471-34-189,348-598-1495-1570-1981
4908,46189374,378,349,377,132,255,378,861,1401,1668,2047,378-349-377-132-255,378-861-1401-1668-2047
4909,46189529,348,84,100,14,238,348,596,1124,1550,2030,348-84-100-14-238,348-596-1124-1550-2030
4910,46189631,346,471,120,236,208,346,983,1144,1772,2000,346-471-120-236-208,346-983-1144-1772-2000
4911,46207381,348,84,44,36,4,348,596,1068,1572,1796,348-84-44-36-4,348-596-1068-1572-1796
4912,46213519,273,33,107,180,189,273,545,1131,1716,1981,273-33-107-180-189,273-545-1131-1716-1981
4913,46213798,348,294,222,98,119,348,806,1246,1634,1911,348-294-222-98-119,348-806-1246-1634-1911
4914,46214963,348,344,35,225,4,348,856,1059,1761,1796,348-344-35-225-4,348-856-1059-1761-1796
4915,46232369,506,356,500,110,161,506,868,1524,1646,1953,506-356-500-110-161,506-868-1524-1646-1953
4916,46245291,485,279,244,115,210,485,791,1268,1651,2002,485-279-244-115-210,485-791-1268-1651-2002
4917,46251290,275,137,60,206,121,275,649,1084,1742,1913,275-137-60-206-121,275-649-1084-1742-1913
4918,46266749,276,333,331,135,110,276,845,1355,1671,1902,276-333-331-135-110,276-845-1355-1671-1902
4919,46284319,14,4,88,86,60,14,516,1112,1622,1852,14-4-88-86-60,14-516-1112-1622-1852
4920,46285179,491,104,0,214,204,491,616,1024,1750,1996,491-104-0-214-204,491-616-1024-1750-1996
4921,46292221,395,492,406,119,50,395,1004,1430,1655,1842,395-492-406-119-50,395-1004-1430-1655-1842
4922,46295391,34,127,322,36,38,34,639,1346,1572,1830,34-127-322-36-38,34-639-1346-1572-1830
4923,46311437,311,215,78,214,74,311,727,1102,1750,1866,311-215-78-214-74,311-727-1102-1750-1866
4924,46318843,265,15,469,236,12,265,527,1493,1772,1804,265-15-469-236-12,265-527-1493-1772-1804
4925,46359019,470,234,183,138,206,470,746,1207,1674,1998,470-234-183-138-206,470-746-1207-1674-1998
4926,46363885,367,72,11,127,22,367,584,1035,1663,1814,367-72-11-127-22,367-584-1035-1663-1814
4927,46371711,108,258,67,80,159,108,770,1091,1616,1951,108-258-67-80-159,108-770-1091-1616-1951
4928,46379637,348,81,307,95,147,348,593,1331,1631,1939,348-81-307-95-147,348-593-1331-1631-1939
4929,46383998,225,290,490,126,217,225,802,1514,1662,2009,225-290-490-126-217,225-802-1514-1662-2009
4930,46384458,301,447,377,12,119,301,959,1401,1548,1911,301-447-377-12-119,301-959-1401-1548-1911
4931,46387947,291,373,251,218,20,291,885,1275,1754,1812,291-373-251-218-20,291-885-1275-1754-1812
4932,46390628,346,376,465,140,143,346,888,1489,1676,1935,346-376-465-140-143,346-888-1489-1676-1935
4933,46393278,470,32,255,19,156,470,544,1279,1555,1948,470-32-255-19-156,470-544-1279-1555-1948
4934,46406537,36,238,394,175,176,36,750,1418,1711,1968,36-238-394-175-176,36-750-1418-1711-1968
4935,46419078,352,176,475,172,211,352,688,1499,1708,2003,352-176-475-172-211,352-688-1499-1708-2003
4936,46427631,20,228,419,198,93,20,740,1443,1734,1885,20-228-419-198-93,20-740-1443-1734-1885
4937,46429461,65,312,254,146,102,65,824,1278,1682,1894,65-312-254-146-102,65-824-1278-1682-1894
4938,46430502,185,343,145,188,64,185,855,1169,1724,1856,185-343-145-188-64,185-855-1169-1724-1856
4939,46433510,190,10,103,86,212,190,522,1127,1622,2004,190-10-103-86-212,190-522-1127-1622-2004
4940,46434262,332,413,187,196,148,332,925,1211,1732,1940,332-413-187-196-148,332-925-1211-1732-1940
4941,46434972,332,137,316,73,108,332,649,1340,1609,1900,332-137-316-73-108,332-649-1340-1609-1900
4942,46438265,83,391,420,175,91,83,903,1444,1711,1883,83-391-420-175-91,83-903-1444-1711-1883
4943,46440430,83,378,125,182,190,83,890,1149,1718,1982,83-378-125-182-190,83-890-1149-1718-1982
4944,46445434,432,386,335,60,239,432,898,1359,1596,2031,432-386-335-60-239,432-898-1359-1596-2031
4945,46452544,319,399,78,173,98,319,911,1102,1709,1890,319-399-78-173-98,319-911-1102-1709-1890
4946,46455581,23,240,14,62,61,23,752,1038,1598,1853,23-240-14-62-61,23-752-1038-1598-1853
4947,46466708,269,39,230,116,212,269,551,1254,1652,2004,269-39-230-116-212,269-551-1254-1652-2004
4948,46467798,435,455,116,163,240,435,967,1140,1699,2032,435-455-116-163-240,435-967-1140-1699-2032
4949,46483294,479,498,118,131,175,479,1010,1142,1667,1967,479-498-118-131-175,479-1010-1142-1667-1967
4950,46484547,85,438,296,40,122,85,950,1320,1576,1914,85-438-296-40-122,85-950-1320-1576-1914
4951,46491379,376,281,511,103,60,376,793,1535,1639,1852,376-281-511-103-60,376-793-1535-1639-1852
4952,46506474,440,421,237,131,30,440,933,1261,1667,1822,440-421-237-131-30,440-933-1261-1667-1822
4953,46513969,203,187,445,134,237,203,699,1469,1670,2029,203-187-445-134-237,203-699-1469-1670-2029
4954,46525979,361,317,219,3,188,361,829,1243,1539,1980,361-317-219-3-188,361-829-1243-1539-1980
4955,46528845,391,32,330,52,183,391,544,1354,1588,1975,391-32-330-52-183,391-544-1354-1588-1975
4956,46529242,259,228,211,31,65,259,740,1235,1567,1857,259-228-211-31-65,259-740-1235-1567-1857
4957,46529401,297,377,402,32,145,297,889,1426,1568,1937,297-377-402-32-145,297-889-1426-1568-1937
4958,46563927,369,104,425,56,167,369,616,1449,1592,1959,369-104-425-56-167,369-616-1449-1592-1959
4959,46579668,185,494,415,39,15,185,1006,1439,1575,1807,185-494-415-39-15,185-1006-1439-1575-1807
4960,46581208,185,226,401,28,142,185,738,1425,1564,1934,185-226-401-28-142,185-738-1425-1564-1934
4961,46593642,367,169,489,14,203,367,681,1513,1550,1995,367-169-489-14-203,367-681-1513-1550-1995
4962,46597311,266,383,135,126,196,266,895,1159,1662,1988,266-383-135-126-196,266-895-1159-1662-1988
4963,46604419,391,487,431,21,127,391,999,1455,1557,1919,391-487-431-21-127,391-999-1455-1557-1919
4964,46605951,269,489,249,102,74,269,1001,1273,1638,1866,269-489-249-102-74,269-1001-1273-1638-1866
4965,46629545,411,190,211,128,34,411,702,1235,1664,1826,411-190-211-128-34,411-702-1235-1664-1826
4966,46630647,152,333,99,93,35,152,845,1123,1629,1827,152-333-99-93-35,152-845-1123-1629-1827
4967,46656955,297,172,47,70,60,297,684,1071,1606,1852,297-172-47-70-60,297-684-1071-1606-1852
4968,46661254,497,116,225,216,6,497,628,1249,1752,1798,497-116-225-216-6,497-628-1249-1752-1798
4969,46662205,497,116,117,38,30,497,628,1141,1574,1822,497-116-117-38-30,497-628-1141-1574-1822
4970,46676200,67,259,373,33,184,67,771,1397,1569,1976,67-259-373-33-184,67-771-1397-1569-1976
4971,46676891,140,5,141,73,107,140,517,1165,1609,1899,140-5-141-73-107,140-517-1165-1609-1899
4972,46678978,140,21,482,208,5,140,533,1506,1744,1797,140-21-482-208-5,140-533-1506-1744-1797
4973,46685179,0,496,269,26,27,0,1008,1293,1562,1819,0-496-269-26-27,0-1008-1293-1562-1819
4974,46686341,0,308,29,165,145,0,820,1053,1701,1937,0-308-29-165-145,0-820-1053-1701-1937
4975,46691547,478,46,174,254,109,478,558,1198,1790,1901,478-46-174-254-109,478-558-1198-1790-1901
4976,46695247,125,138,366,177,243,125,650,1390,1713,2035,125-138-366-177-243,125-650-1390-1713-2035
4977,46696680,125,433,395,22,0,125,945,1419,1558,1792,125-433-395-22-0,125-945-1419-1558-1792
4978,46699153,324,63,30,117,2,324,575,1054,1653,1794,324-63-30-117-2,324-575-1054-1653-1794
4979,46733799,309,423,243,111,75,309,935,1267,1647,1867,309-423-243-111-75,309-935-1267-1647-1867
4980,46760438,166,385,210,94,52,166,897,1234,1630,1844,166-385-210-94-52,166-897-1234-1630-1844
4981,46780231,421,292,202,243,108,421,804,1226,1779,1900,421-292-202-243-108,421-804-1226-1779-1900
4982,46794535,179,461,504,59,249,179,973,1528,1595,2041,179-461-504-59-249,179-973-1528-1595-2041
4983,46794778,352,498,301,115,114,352,1010,1325,1651,1906,352-498-301-115-114,352-1010-1325-1651-1906
4984,46807217,165,4,399,46,110,165,516,1423,1582,1902,165-4-399-46-110,165-516-1423-1582-1902
4985,46809049,321,77,140,127,137,321,589,1164,1663,1929,321-77-140-127-137,321-589-1164-1663-1929
4986,46816423,150,239,39,199,128,150,751,1063,1735,1920,150-239-39-199-128,150-751-1063-1735-1920
4987,46837652,49,168,389,254,91,49,680,1413,1790,1883,49-168-389-254-91,49-680-1413-1790-1883
4988,46852713,442,509,128,229,0,442,1021,1152,1765,1792,442-509-128-229-0,442-1021-1152-1765-1792
4989,46855942,284,312,135,240,111,284,824,1159,1776,1903,284-312-135-240-111,284-824-1159-1776-1903
4990,46860531,49,479,332,116,235,49,991,1356,1652,2027,49-479-332-116-235,49-991-1356-1652-2027
4991,46861497,344,214,360,66,201,344,726,1384,1602,1993,344-214-360-66-201,344-726-1384-1602-1993
4992,46863302,301,194,157,230,243,301,706,1181,1766,2035,301-194-157-230-243,301-706-1181-1766-2035
4993,46875362,501,15,234,150,133,501,527,1258,1686,1925,501-15-234-150-133,501-527-1258-1686-1925
4994,46879070,341,131,357,122,248,341,643,1381,1658,2040,341-131-357-122-248,341-643-1381-1658-2040
4995,46905903,61,172,151,14,186,61,684,1175,1550,1978,61-172-151-14-186,61-684-1175-1550-1978
4996,46906381,37,107,351,104,153,37,619,1375,1640,1945,37-107-351-104-153,37-619-1375-1640-1945
4997,46910201,62,124,115,103,41,62,636,1139,1639,1833,62-124-115-103-41,62-636-1139-1639-1833
4998,46918180,115,211,31,54,77,115,723,1055,1590,1869,115-211-31-54-77,115-723-1055-1590-1869
4999,46919357,286,161,283,118,137,286,673,1307,1654,1929,286-161-283-118-137,286-673-1307-1654-1929
5000,46949553,171,293,180,76,36,171,805,1204,1612,1828,171-293-180-76-36,171-805-1204-1612-1828
5001,46951693,389,146,379,59,163,389,658,1403,1595,1955,389-146-379-59-163,389-658-1403-1595-1955
5002,46952630,127,49,65,63,151,127,561,1089,1599,1943,127-49-65-63-151,127-561-1089-1599-1943
5003,46963005,337,329,113,131,222,337,841,1137,1667,2014,337-329-113-131-222,337-841-1137-1667-2014
5004,46963380,37,263,489,166,195,37,775,1513,1702,1987,37-263-489-166-195,37-775-1513-1702-1987
5005,46993948,137,66,232,217,48,137,578,1256,1753,1840,137-66-232-217-48,137-578-1256-1753-1840
5006,47001620,436,59,425,244,196,436,571,1449,1780,1988,436-59-425-244-196,436-571-1449-1780-1988
5007,47003721,354,491,349,130,216,354,1003,1373,1666,2008,354-491-349-130-216,354-1003-1373-1666-2008
5008,47005623,106,250,120,5,161,106,762,1144,1541,1953,106-250-120-5-161,106-762-1144-1541-1953
5009,47009897,439,175,187,14,24,439,687,1211,1550,1816,439-175-187-14-24,439-687-1211-1550-1816
5010,47032694,91,60,446,225,195,91,572,1470,1761,1987,91-60-446-225-195,91-572-1470-1761-1987
5011,47034594,169,175,433,104,127,169,687,1457,1640,1919,169-175-433-104-127,169-687-1457-1640-1919
5012,47036766,70,255,293,15,230,70,767,1317,1551,2022,70-255-293-15-230,70-767-1317-1551-2022
5013,47039034,484,388,275,208,142,484,900,1299,1744,1934,484-388-275-208-142,484-900-1299-1744-1934
5014,47060199,491,226,360,48,149,491,738,1384,1584,1941,491-226-360-48-149,491-738-1384-1584-1941
5015,47078275,18,104,477,245,64,18,616,1501,1781,1856,18-104-477-245-64,18-616-1501-1781-1856
5016,47126644,423,110,308,167,18,423,622,1332,1703,1810,423-110-308-167-18,423-622-1332-1703-1810
5017,47126949,456,95,308,15,30,456,607,1332,1551,1822,456-95-308-15-30,456-607-1332-1551-1822
5018,47127708,299,65,267,104,10,299,577,1291,1640,1802,299-65-267-104-10,299-577-1291-1640-1802
5019,47128009,203,415,155,238,158,203,927,1179,1774,1950,203-415-155-238-158,203-927-1179-1774-1950
5020,47130870,443,319,84,138,39,443,831,1108,1674,1831,443-319-84-138-39,443-831-1108-1674-1831
5021,47131220,151,413,507,132,48,151,925,1531,1668,1840,151-413-507-132-48,151-925-1531-1668-1840
5022,47133567,428,291,251,131,44,428,803,1275,1667,1836,428-291-251-131-44,428-803-1275-1667-1836
5023,47133787,489,504,75,103,71,489,1016,1099,1639,1863,489-504-75-103-71,489-1016-1099-1639-1863
5024,47154902,430,363,255,13,80,430,875,1279,1549,1872,430-363-255-13-80,430-875-1279-1549-1872
5025,47155010,332,167,206,227,186,332,679,1230,1763,1978,332-167-206-227-186,332-679-1230-1763-1978
5026,47160685,53,253,189,61,105,53,765,1213,1597,1897,53-253-189-61-105,53-765-1213-1597-1897
5027,47161560,421,36,107,103,238,421,548,1131,1639,2030,421-36-107-103-238,421-548-1131-1639-2030
5028,47163243,53,250,511,59,49,53,762,1535,1595,1841,53-250-511-59-49,53-762-1535-1595-1841
5029,47173223,390,266,189,57,77,390,778,1213,1593,1869,390-266-189-57-77,390-778-1213-1593-1869
5030,47176738,107,374,6,114,135,107,886,1030,1650,1927,107-374-6-114-135,107-886-1030-1650-1927
5031,47182651,140,240,247,143,135,140,752,1271,1679,1927,140-240-247-143-135,140-752-1271-1679-1927
5032,47188753,311,344,42,231,161,311,856,1066,1767,1953,311-344-42-231-161,311-856-1066-1767-1953
5033,47211372,20,335,364,72,67,20,847,1388,1608,1859,20-335-364-72-67,20-847-1388-1608-1859
5034,47240507,101,273,193,20,49,101,785,1217,1556,1841,101-273-193-20-49,101-785-1217-1556-1841
5035,47243136,127,49,65,14,0,127,561,1089,1550,1792,127-49-65-14-0,127-561-1089-1550-1792
5036,47244651,140,501,321,85,168,140,1013,1345,1621,1960,140-501-321-85-168,140-1013-1345-1621-1960
5037,47260599,257,284,384,194,190,257,796,1408,1730,1982,257-284-384-194-190,257-796-1408-1730-1982
5038,47277939,112,169,356,140,27,112,681,1380,1676,1819,112-169-356-140-27,112-681-1380-1676-1819
5039,47293840,97,278,229,1,197,97,790,1253,1537,1989,97-278-229-1-197,97-790-1253-1537-1989
5040,47298218,499,214,69,35,75,499,726,1093,1571,1867,499-214-69-35-75,499-726-1093-1571-1867
5041,47302843,77,177,123,178,58,77,689,1147,1714,1850,77-177-123-178-58,77-689-1147-1714-1850
5042,47305431,124,320,250,31,54,124,832,1274,1567,1846,124-320-250-31-54,124-832-1274-1567-1846
5043,47338863,319,267,505,193,29,319,779,1529,1729,1821,319-267-505-193-29,319-779-1529-1729-1821
5044,47343328,261,414,214,196,107,261,926,1238,1732,1899,261-414-214-196-107,261-926-1238-1732-1899
5045,47352063,151,94,187,88,48,151,606,1211,1624,1840,151-94-187-88-48,151-606-1211-1624-1840
5046,47374230,506,361,265,177,90,506,873,1289,1713,1882,506-361-265-177-90,506-873-1289-1713-1882
5047,47383549,302,505,346,244,0,302,1017,1370,1780,1792,302-505-346-244-0,302-1017-1370-1780-1792
5048,47402226,431,1,378,116,187,431,513,1402,1652,1979,431-1-378-116-187,431-513-1402-1652-1979
5049,47403463,137,102,359,254,78,137,614,1383,1790,1870,137-102-359-254-78,137-614-1383-1790-1870
5050,47430173,217,318,118,11,57,217,830,1142,1547,1849,217-318-118-11-57,217-830-1142-1547-1849
5051,47430763,302,273,295,26,4,302,785,1319,1562,1796,302-273-295-26-4,302-785-1319-1562-1796
5052,47457347,176,207,158,144,115,176,719,1182,1680,1907,176-207-158-144-115,176-719-1182-1680-1907
